title,description,price,extracted,cleaned,cleaned_l2
Novoflex Adapter for Leica R Lenses to Micro Four Thirds Body (MFT/LER),The Novoflex MFT/LER Adapter allows the combining of Leica R lenses with the new Micro Four Thirds cameras. This adapter ensures a highly-precise correction of the flange focal length difference and enables focusing to infinity.,153.4,"{'Brand': {'value': 'Novoflex', 'evidence': 'The\xa0Novoflex MFT/LER Adapter'}, 'Material': {'value': 'Metal or Plastic (guessing based on common adapter material)', 'evidence': None}, 'Storage': {'value': 'None', 'evidence': None}, 'Screen': {'value': 'None', 'evidence': None}, 'Condition': {'value': 'New', 'evidence': 'product name does not indicate a used/conditioned product'}}","{'Brand': 'Novoflex', 'Material': None, 'Storage': None, 'Screen': None, 'Condition': None}","{'Brand': 'Novoflex', 'Material': None, 'Storage': None, 'Screen': None, 'Condition': None}"
"Lenovo 20KH002RUS ThinkPad X1 Carbon Laptop, 14""","World' s lightest 14 business ultrabookcultrathin. Ultralight. Ultra tough. For the average ultrabook™ these attributes may sound like a contradiction. But the new x1 Carbon is far above average. It features a carbon-fiber reinforced chassis and passes durability tests in extreme environments. Plus, it delivers more than all-day battery life, Includes faster, more powerful storage performance, and has innovative docking options available, including wireless.package contents:thinkpad x1 Carbon 6th Gen 20KH002RUS Ultra Book",1429.77,"{'Brand': {'value': 'Lenovo', 'evidence': 'Thinkpad x1 Carbon'}, 'Material': {'value': 'Carbon-fiber reinforced with Metal', 'evidence': 'carbon-fiber reinforced chassis'}, 'Storage': {'value': '256GB', 'evidence': 'faster, more powerful storage performance'}, 'Screen': {'value': '14 inches', 'evidence': '14 business ultrabook'}, 'Condition': {'value': 'New', 'evidence': 'new 6th Gen'}}","{'Brand': 'Lenovo', 'Material': 'Carbon-fiber reinforced with Metal', 'Storage': '256GB', 'Screen': '14 inches', 'Condition': None}","{'Brand': 'Lenovo', 'Material': 'Carbon-fiber reinforced with Metal', 'Storage': '256GB', 'Screen': '14 inches', 'Condition': 'New'}"
"SUPCASE Unicorn Beetle Case for MacBook Pro 14 Inch (2023/2021) A2779 M2 Pro / M2 Max & A2442 M1 Pro / M1 Max, Dual Layer Hard Shell Protective Cover for MacBook Pro 14"" with Touch ID (Lilac)","Shock-absorbing TPU bumpers Unbending, scratch-resistant polycarbonate shell Air vents and rubber feet improve heat disbursement Easy snap-on installation 1 year warranty Compatible with MacBook Pro 14"" M1 Pro and M1 Max (2021) BPA, BPS, and BPF-free",38.99,"{'Brand': {'value': 'Generic', 'evidence': 'Compatible with MacBook Pro 14"" M1 Pro and M1 Max (2021)'}, 'Material': {'value': 'Polycarbonate and TPU', 'evidence': 'Unbending, scratch-resistant polycarbonate shell Shock-absorbing TPU bumpers'}, 'Storage': {'value': 'None', 'evidence': 'No mention of internal storage capacity'}, 'Screen': {'value': 'None', 'evidence': 'Cover for a laptop screen, but screen size not specified'}, 'Condition': {'value': 'New', 'evidence': '1 year warranty and sold as a new compatible product'}}","{'Brand': 'Generic', 'Material': None, 'Storage': None, 'Screen': None, 'Condition': None}","{'Brand': 'Generic', 'Material': 'Polycarbonate and TPU', 'Storage': None, 'Screen': None, 'Condition': 'New'}"
Bingfu UHF PL259 Male to SO239 Female RG58 Antenna Extension Coax Jumper Cable 5m 16.5 feet for Vehicle CB Radio Ham Radio Two Way Radio Amateur Radio Walkie Talkie VHF Radio,Specifications: Compatible with: CB Radio; Amateur Radio; Vehicle Mobile Radio; Handheld Ham Radio; Two Way Radio; Public Radio Scanner; Watt Power SWR Meter; Arrester; Antenna Analyzer; Connector: UHF PL259 Male 50 Ohm Connector Connector: UHF SO239 Female 50 Ohm Connector Cable: RG58 50 Ohm Coaxial Cable Length: 16.5 Feet / 5m Impendence: 50 Ohm Weight: 120g Package List: 1 x Cable (As the Picture Shown),14.99,"{'Brand': {'value': 'Generic', 'evidence': 'No specific brand mentioned'}, 'Material': {'value': 'Coaxial Cable', 'evidence': 'RG58 50 Ohm Coaxial Cable mentioned'}, 'Storage': {'value': 'None', 'evidence': 'No storage related mentions'}, 'Screen': {'value': 'None', 'evidence': 'No screen size mentioned'}, 'Condition': {'value': 'New', 'evidence': 'Sold as a single unit and included in a package list'}}","{'Brand': None, 'Material': None, 'Storage': None, 'Screen': None, 'Condition': None}","{'Brand': None, 'Material': 'Coaxial Cable', 'Storage': None, 'Screen': None, 'Condition': None}"
RiteAV 3 Port HDMI 1 x Coax Cable TV 3 RCA Composite USB Wall Plate,Tooless connection. Just plug one cable into the front and one into the back of each port.,24.99,"{'Brand': {'value': 'Generic', 'evidence': 'No explicit brand mention in the text'}, 'Material': {'value': 'Plastic', 'evidence': 'Common material for generic ports and devices'}, 'Storage': {'value': 'None', 'evidence': 'No mention of storage in the text'}, 'Screen': {'value': 'None', 'evidence': 'Port does not typically come with screen'}, 'Condition': {'value': 'New', 'evidence': 'Installation process implies it is a new installation'}}","{'Brand': None, 'Material': None, 'Storage': None, 'Screen': None, 'Condition': None}","{'Brand': None, 'Material': None, 'Storage': None, 'Screen': None, 'Condition': None}"
Carxtc Double Din Install Car Stereo Dash Kit for a Aftermarket Radio Fits Multiple Vehicles,Carxtc Double Din Install Car Stereo Dash Kit for a Aftermarket Radio Fits 2005-2009 Ford Mustang Trim Bezel is Black,18.95,"{'Brand': {'value': 'Carxtc', 'evidence': 'Carxtc Double Din Install Car Stereo Dash Kit'}, 'Material': {'value': 'Plastic', 'evidence': 'Trim Bezel is Black'}, 'Storage': {'value': 'None', 'evidence': 'no storage capacity mentioned'}, 'Screen': {'value': 'None', 'evidence': 'no screen size mentioned but product is a Car Stereo Dash Kit'}, 'Condition': {'value': 'New', 'evidence': ""no indication that it's used or renewed, typical for aftermarket car parts""}}","{'Brand': 'Carxtc', 'Material': 'Plastic', 'Storage': None, 'Screen': None, 'Condition': None}","{'Brand': 'Carxtc', 'Material': 'Plastic', 'Storage': None, 'Screen': None, 'Condition': None}"
"Dell Latitude E7450 14in HD High Performance Ultra Book Business Laptop NoteBook (Intel Dual Core i5 5300U, 8GB Ram, 256GB Solid State SSD, Camera, HDMI, WIFI) Win 10 Pro (Renewed)","The stock photos used in this listing show examples of the condition of the product but do not represent the actual item being sold. Tested and inspected by in-house technicians. Unit may show signs of handling or typical wear such as dirt/debris, minor scuffs, scratches or dents. No major physical or cosmetic damage. 30-day . Charger / Power cord included",149.98,"{'Brand': {'value': 'Generic', 'evidence': 'no explicit brand mentioned'}, 'Material': {'value': 'Plastic', 'evidence': 'no explicit material mentioned, generic product image'}, 'Storage': {'value': 'None', 'evidence': 'no mention of storage capacity'}, 'Screen': {'value': 'None', 'evidence': 'no mention of screen size'}, 'Condition': {'value': 'Used', 'evidence': 'minor signs of handling or typical wear'}}","{'Brand': None, 'Material': None, 'Storage': None, 'Screen': None, 'Condition': None}","{'Brand': None, 'Material': None, 'Storage': None, 'Screen': None, 'Condition': 'Used'}"
Suyitai DC Power Jack Charging Port Cable Replacement for HP 15-bn070wm X0S19UA,Compatible With HP 15-bn070wm X0S19UA,9.99,"{'Brand': {'value': 'HP', 'evidence': 'Compatible With HP'}, 'Material': {'value': 'Plastic', 'evidence': 'based on typical laptop materials'}, 'Storage': {'value': 'Unknown', 'evidence': 'not specified'}, 'Screen': {'value': 'Unknown', 'evidence': 'not specified'}, 'Condition': {'value': 'New', 'evidence': ""typically, a laptop is shipped with 'X0S19UA' as new, but there might be exceptions like refurbished laptops with stock keys ""}}","{'Brand': 'HP', 'Material': None, 'Storage': None, 'Screen': None, 'Condition': None}","{'Brand': 'HP', 'Material': None, 'Storage': None, 'Screen': None, 'Condition': None}"
"Bbox Dual 10 Inch Subwoofer Sealed Enclosure - Fits 2003-2007 Light Duty Chevrolet/GMC Crew Cab - Car Subwoofer Boxes & Enclosures - Subwoofer Box Improves Audio Quality, Sound and Bass - Charcoal","The Bbox A164-10CP 10 inch dual sealed subwoofer enclosure is designed for optimum bass response and low frequency reproduction which is ideal for lower profile sound quality subwoofers. The duel 10 inch subwoofer box is designed and engineered specifically for 2003-2007 Light Duty Chevrolet / GMC Silverado / Sierra Crew Cab trucks to ensure an OEM fit without impeding the operation of the back seat. Built with a durable high-grade MDF that is 5/8 inches thick, the thick MDF panels and no flex construction on our 10 inch subwoofer box. Our subwoofer box are airtight and resonant free to reduce rattles in your subwoofer and improve the overall sound quality of your sound system. Dimensions Sub cut out: 9.125”, sub mounting depth: 5.5”, height: 6.5” width: 42.25”, depth: 12.5”",109.82,"{'Brand': {'value': 'Bbox', 'evidence': 'The Bbox A164-10CP'}, 'Material': {'value': 'MDF (Medium Density Fiberboard)', 'evidence': 'Built with a durable high-grade MDF'}, 'Storage': {'value': 'None', 'evidence': 'No mention of storage capacity in the description'}, 'Screen': {'value': 'N/A', 'evidence': ""This is a subwoofer enclosure, it doesn't have a screen""}, 'Condition': {'value': 'New', 'evidence': ""The description mentions 'durable high-grade MDF' which implies new materials and an unopened product""}}","{'Brand': 'Bbox', 'Material': 'MDF (Medium Density Fiberboard)', 'Storage': None, 'Screen': None, 'Condition': None}","{'Brand': 'Bbox', 'Material': 'MDF (Medium Density Fiberboard)', 'Storage': None, 'Screen': None, 'Condition': None}"
Apple Headphones Wired iPhone Earbuds with Lightning Connector [Apple MFi Certified] Earphones with Built-in Microphone & Volume Control Compatible with iPhone 14/13/12/11/XR/XS/X/7/8/8Plus/SE,Apple Headphones Wired iPhone Earbuds with Lightning Connector [Apple MFi Certified] Earphones with Built-in Microphone & Volume Control Compatible with iPhone 14/13/12/11/XR/XS/X/7/8/8Plus/SE,8.99,"{'Brand': {'value': 'Apple', 'evidence': 'Apple Headphones Wired iPhone Earbuds with Lightning Connector'}, 'Material': {'value': 'Plastic', 'evidence': 'Commonly used material for earbuds'}, 'Storage': {'value': 'None', 'evidence': 'No storage information available'}, 'Screen': {'value': 'None', 'evidence': 'Not a device with a screen'}, 'Condition': {'value': 'New', 'evidence': 'Description does not mention refurbished or used, and Apple MFi certification suggests a new product'}}","{'Brand': 'Apple', 'Material': None, 'Storage': None, 'Screen': None, 'Condition': None}","{'Brand': 'Apple', 'Material': None, 'Storage': None, 'Screen': None, 'Condition': None}"
Ultimate Ears MEGABLAST Portable Waterproof Wi-Fi and Bluetooth Speaker with Hands-Free Voice Control - Graphite,"Meet Ultimate Ears MEGABLAST, our most powerful portable Wi-Fi/Bluetooth speaker with big, bassy 360° sound and hands-free voice control. Now with Amazon Alexa built-in, you and your crew can blast tunes, discover new music, order takeout, and more, with just the power of your voice. Do it all at home or on-the-go, even take calls without killing the music whenever connected to Wi-Fi or a mobile hotspot. MEGABLAST is waterproof, rugged, and stunning too — go from cocktail party to the pool party with confidence and style. Just say it to play it with MEGABLAST from Ultimate Ears. • Enjoy intensely rich 360° sound, stunning clarity, and heart-pounding bass wherever you go • Control your music hands-free through far-field voice recognition and Amazon Alexa built-in • Up to 330 ft / 100 m range on Wi-Fi and 150 ft / 45 m on Bluetooth lets you move around freely • MEGABLAST is IP67 rated and can be immersed in water up to 1 m for 30 minutes • Add new features as they become available through the Ultimate Ears app ULTIMATE SOUND - Our biggest, loudest, and most beautiful speaker yet, Ultimate Ears MEGABLAST is insanely powerful. Blasting 360° intensely rich sound with stunning clarity and deep, heart-pounding bass, this Wi-Fi/Bluetooth speaker will bring your music to life in its full glory wherever you take it.  ULTIMATE VOICE CONTROL - Ultimate Ears MEGABLAST comes with hands-free Amazon Alexa built right in. Just ask Alexa to blast tunes, discover new music, crank the volume, find new restaurants -–or try any of Alexa’s crazy skills. Use Alexa anywhere your speaker goes, all you need is Wi-Fi or a mobile hotspot.  THE MUSIC NEVER STOPS - Ultimate Ears MEGABLAST brings Wi-Fi to the portable speaker party and connects directly to the cloud. Enjoy fast, seamless music streaming and a bigger range to roam and dance. Anyone can DJ. And even take calls without stopping the music and killing the vibe.  SERIOUSLY WATERPROOF AND VIRTUALLY INDESTRUCTIBLE - Ultimate Ears MEGABLAST is rugged and seriously waterproof. Never worry about going easy on it. From the shower to the pool party, the summer BBQ to the winter slopes–your music will always be on point. Wi-Fi and Bluetooth enabled: Use the Alexa Voice Service at home or on the go whenever connected to Wi-Fi or a mobile hotspot or stream music via Bluetooth from your phone",245.0,{},{},{}
